objectid,cdmid,title,format,thumb,images,source,date,creator,subjects,generalnote,sourceofdescription
special465,465,"News Release (March 11, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/02/77/00001/News_Release_Mar_11_1965thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/02/77/00001/News_Release_Mar_11_1965.pdf,http://ncf.sobek.ufl.edu/NCF0000277,"March 11, 1965",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special466,466,"News Release (March 11, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/45/00001/News_Release_Mar_11_1966thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/45/00001/News_Release_Mar_11_1966.pdf,http://ncf.sobek.ufl.edu/NCF0000445,"March 11, 1966",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special467,467,"News Release (March 11, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/46/00001/News_Release_Mar_11_1966_Steinbergthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/46/00001/News_Release_Mar_11_1966_Steinberg.pdf,http://ncf.sobek.ufl.edu/NCF0000446,"March 11, 1966",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special468,468,"News Release (March 12, 1964)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/50/00001/News_Release_Mar_12_1964thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/50/00001/News_Release_Mar_12_1964.pdf,http://ncf.sobek.ufl.edu/NCF0000150,"March 12, 1964",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special469,469,"News Release (March 12, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/02/78/00001/News_Release_Mar_12_1965thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/02/78/00001/News_Release_Mar_12_1965.pdf,http://ncf.sobek.ufl.edu/NCF0000278,"March 12, 1965",New College of Florida,History;Planning;Records and correspondence,Two page news release. Includes one page Memorandum.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special470,470,"News Release (March 12, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/28/00001/News_Release_Mar_12_1967_Forecastthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/28/00001/News_Release_Mar_12_1967_Forecast.pdf,http://ncf.sobek.ufl.edu/NCF0000628,"March 12, 1967",New College of Florida,History;Planning;Records and correspondence,One page news release. Includes one page photograph caption.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special471,471,"News Release (March 12, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/29/00001/News_Release_Mar_12_1967_Photo_Caption_Centerthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/29/00001/News_Release_Mar_12_1967_Photo_Caption_Center.pdf,http://ncf.sobek.ufl.edu/NCF0000629,"March 12, 1967",New College of Florida,History;Planning;Records and correspondence,One page photograph caption.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special472,472,"News Release (March 12, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/30/00001/News_Release_Mar_12_1967_Photo_Caption_Guidingthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/30/00001/News_Release_Mar_12_1967_Photo_Caption_Guiding.pdf,http://ncf.sobek.ufl.edu/NCF0000630,"March 12, 1967",New College of Florida,History;Planning;Records and correspondence,One page photograph caption.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special473,473,"News Release (March 13, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/47/00001/News_Release_Mar_13_1966thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/47/00001/News_Release_Mar_13_1966.pdf,http://ncf.sobek.ufl.edu/NCF0000447,"March 13, 1966",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special474,474,"News Release (March 13, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/31/00001/News_Release_Mar_12_1967_Photo_Caption_Hamiltonthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/31/00001/News_Release_Mar_12_1967_Photo_Caption_Hamilton.pdf,http://ncf.sobek.ufl.edu/NCF0000631,"March 13, 1967",New College of Florida,History;Planning;Records and correspondence,One page photograph caption.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special475,475,"News Release (March 13, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/08/35/00001/News_Release_March_13_1968_Studentsthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/08/35/00001/News_Release_March_13_1968_Students.pdf,http://ncf.sobek.ufl.edu/NCF0000835,"March 13, 1968",New College of Florida,History;Planning;Records and correspondence,Three page news release. Includes one page special to the Herald Tribune.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special476,476,"News Release (March 14, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/02/79/00001/News_Release_Mar_14_1965thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/02/79/00001/News_Release_Mar_14_1965.pdf,http://ncf.sobek.ufl.edu/NCF0000279,"March 14, 1965",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special477,477,"News Release (March 14, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/32/00001/News_Release_Mar_14_1967thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/32/00001/News_Release_Mar_14_1967.pdf,http://ncf.sobek.ufl.edu/NCF0000632,"March 14, 1967",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special478,478,"News Release (March 14, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/08/36/00001/News_Release_March_14_1968_News-Columnthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/08/36/00001/News_Release_March_14_1968_News-Column.pdf,http://ncf.sobek.ufl.edu/NCF0000836,"March 14, 1968",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special479,479,"News Release (March 14, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/08/37/00001/News_Release_March_14_1968_Rivkinthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/08/37/00001/News_Release_March_14_1968_Rivkin.pdf,http://ncf.sobek.ufl.edu/NCF0000837,"March 14, 1968",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special480,480,"News Release (March 14, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/08/38/00001/News_Release_March_14_1968_Scene_Magazinethm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/08/38/00001/News_Release_March_14_1968_Scene_Magazine.pdf,http://ncf.sobek.ufl.edu/NCF0000838,"March 14, 1968",New College of Florida,History;Planning;Records and correspondence,Four page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special481,481,"News Release (March 15, 1964)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/51/00001/News_Release_Mar_15_1964thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/51/00001/News_Release_Mar_15_1964.pdf,http://ncf.sobek.ufl.edu/NCF0000151,"March 15, 1964",New College of Florida,History;Planning;Records and correspondence,Four page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special482,482,"News Release (March 15, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/08/39/00001/News_Release_March_15_1968_Rainsthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/08/39/00001/News_Release_March_15_1968_Rains.pdf,http://ncf.sobek.ufl.edu/NCF0000839,"March 15, 1968",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special483,483,"News Release (March 16, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/33/00001/News_Release_Mar_16_1967_Associatesthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/33/00001/News_Release_Mar_16_1967_Associates.pdf,http://ncf.sobek.ufl.edu/NCF0000633,"March 16, 1967",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special484,484,"News Release (March 16, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/34/00001/News_Release_Mar_16_1967_News_Columnthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/34/00001/News_Release_Mar_16_1967_News_Column.pdf,http://ncf.sobek.ufl.edu/NCF0000634,"March 16, 1967",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special485,485,"News Release (March 17, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/02/80/00001/News_Release_Mar_17_1965thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/02/80/00001/News_Release_Mar_17_1965.pdf,http://ncf.sobek.ufl.edu/NCF0000280,"March 17, 1965",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special486,486,"News Release (March 17, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/35/00001/News_Release_Mar_17_1967thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/35/00001/News_Release_Mar_17_1967.pdf,http://ncf.sobek.ufl.edu/NCF0000635,"March 17, 1967",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special487,487,"News Release (March 17, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/08/40/00001/News_Release_March_17_1968_Summer_Programsthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/08/40/00001/News_Release_March_17_1968_Summer_Programs.pdf,http://ncf.sobek.ufl.edu/NCF0000840,"March 17, 1968",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special488,488,"News Release (March 19, 1964)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/52/00001/News_Release_Mar_19_1964thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/52/00001/News_Release_Mar_19_1964.pdf,http://ncf.sobek.ufl.edu/NCF0000152,"March 19, 1964",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special489,489,"News Release (March 19, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/36/00001/News_Release_Mar_19_1967thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/36/00001/News_Release_Mar_19_1967.pdf,http://ncf.sobek.ufl.edu/NCF0000636,"March 19, 1967",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special490,490,News Release (March 1964),application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/63/00001/News_Release_Mar_1964_Baughmanthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/63/00001/News_Release_Mar_1964_Baughman.pdf,http://ncf.sobek.ufl.edu/NCF0000163,March 1964,New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special491,491,News Release (March 1964),application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/64/00001/News_Release_Mar_1964_Locationthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/64/00001/News_Release_Mar_1964_Location.pdf,http://ncf.sobek.ufl.edu/NCF0000164,March 1964,New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special492,492,News Release (March 1964),application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/65/00001/News_Release_Mar_1964_New_Collegethm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/65/00001/News_Release_Mar_1964_New_College.pdf,http://ncf.sobek.ufl.edu/NCF0000165,March 1964,New College of Florida,History;Planning;Records and correspondence,Four page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special493,493,News Release (March 1965),application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/02/85/00001/News_Release_Mar_1965_Eurichthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/02/85/00001/News_Release_Mar_1965_Eurich.pdf,http://ncf.sobek.ufl.edu/NCF0000285,March 1965,New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special494,494,News Release (March 1965),application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/02/86/00001/News_Release_Mar_1965_Residence_Halls_1thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/02/86/00001/News_Release_Mar_1965_Residence_Halls_1.pdf,http://ncf.sobek.ufl.edu/NCF0000286,March 1965,New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special495,495,News Release (March 1965),application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/02/87/00001/News_Release_Mar_1965_Residence_Halls_2thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/02/87/00001/News_Release_Mar_1965_Residence_Halls_2.pdf,http://ncf.sobek.ufl.edu/NCF0000287,March 1965,New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special496,496,News Release (March 1965),application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/02/88/00001/News_Release_Mar_1965_Toynbeethm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/02/88/00001/News_Release_Mar_1965_Toynbee.pdf,http://ncf.sobek.ufl.edu/NCF0000288,March 1965,New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special497,497,News Release (March 1965),application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/02/89/00001/News_Release_Mar_1965_Toynbee_Lecturethm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/02/89/00001/News_Release_Mar_1965_Toynbee_Lecture.pdf,http://ncf.sobek.ufl.edu/NCF0000289,March 1965,New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special498,498,News Release (March 1967),application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/43/00001/News_Release_Mar_1967_Concertthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/43/00001/News_Release_Mar_1967_Concert.pdf,http://ncf.sobek.ufl.edu/NCF0000643,March 1967,New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special499,499,News Release (March 1967),application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/44/00001/News_Release_Mar_1967_Fellowshipsthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/44/00001/News_Release_Mar_1967_Fellowships.pdf,http://ncf.sobek.ufl.edu/NCF0000644,March 1967,New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special500,500,News Release (March 1967),application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/45/00001/News_Release_Mar_1967_Fellowships2thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/45/00001/News_Release_Mar_1967_Fellowships2.pdf,http://ncf.sobek.ufl.edu/NCF0000645,March 1967,New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special501,501,News Release (March 1967),application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/46/00001/News_Release_Mar_1967_Parentsthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/46/00001/News_Release_Mar_1967_Parents.pdf,http://ncf.sobek.ufl.edu/NCF0000646,March 1967,New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special502,502,News Release (March 1967),application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/47/00001/News_Release_Mar_1967_Photo_Caption_Peithm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/47/00001/News_Release_Mar_1967_Photo_Caption_Pei.pdf,http://ncf.sobek.ufl.edu/NCF0000647,March 1967,New College of Florida,History;Planning;Records and correspondence,One page photograph caption.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special503,503,News Release (March 1968),application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/08/49/00001/News_Release_March_1968_Photo_Caption_Festival_Scholarshipthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/08/49/00001/News_Release_March_1968_Photo_Caption_Festival_Scholarship.pdf,http://ncf.sobek.ufl.edu/NCF0000849,March 1968,New College of Florida,History;Planning;Records and correspondence,One page photograph caption.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special504,504,News Release (March 1968),application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/08/50/00001/News_Release_March_1968_Photo_Caption_Scholarshipsthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/08/50/00001/News_Release_March_1968_Photo_Caption_Scholarships.pdf,http://ncf.sobek.ufl.edu/NCF0000850,March 1968,New College of Florida,History;Planning;Records and correspondence,One page photograph caption.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special505,505,News Release (March 1968),application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/08/51/00001/News_Release_March_1968_Photo_Festivalthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/08/51/00001/News_Release_March_1968_Photo_Festival.pdf,http://ncf.sobek.ufl.edu/NCF0000851,March 1968,New College of Florida,History;Planning;Records and correspondence,One page photograph caption.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special506,506,"News Release (March 2, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/21/00001/News_Release_Mar_02_1967_News_Columnthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/21/00001/News_Release_Mar_02_1967_News_Column.pdf,http://ncf.sobek.ufl.edu/NCF0000621,"March 2, 1967",New College of Florida,History;Planning;Records and correspondence,Four page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special507,507,"News Release (March 20, 1964)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/53/00001/News_Release_Mar_20_1964thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/53/00001/News_Release_Mar_20_1964.pdf,http://ncf.sobek.ufl.edu/NCF0000153,"March 20, 1964",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special508,508,"News Release (March 20, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/48/00001/News_Release_Mar_20_1966thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/48/00001/News_Release_Mar_20_1966.pdf,http://ncf.sobek.ufl.edu/NCF0000448,"March 20, 1966",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special509,509,"News Release (March 20, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/49/00001/News_Release_Mar_20_1966_Open_Housethm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/49/00001/News_Release_Mar_20_1966_Open_House.pdf,http://ncf.sobek.ufl.edu/NCF0000449,"March 20, 1966",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special510,510,"News Release (March 20, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/37/00001/News_Release_Mar_20_1967thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/37/00001/News_Release_Mar_20_1967.pdf,http://ncf.sobek.ufl.edu/NCF0000637,"March 20, 1967",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special511,511,"News Release (March 21, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/02/81/00001/News_Release_Mar_21_1965thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/02/81/00001/News_Release_Mar_21_1965.pdf,http://ncf.sobek.ufl.edu/NCF0000281,"March 21, 1965",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special512,512,"News Release (March 21, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/50/00001/News_Release_Mar_21_1966thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/04/50/00001/News_Release_Mar_21_1966.pdf,http://ncf.sobek.ufl.edu/NCF0000450,"March 21, 1966",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
